date,station_id,users_count
2022-04-01,2832.03,11
2022-04-01,2932.01,7
2022-04-01,2951.05,10
2022-04-01,3011.03,2
2022-04-01,3093.07,6
2022-04-01,3117.05,3
2022-04-01,3169.07,8
2022-04-01,3192.05,7
2022-04-01,3199.01,8
2022-04-01,3208.07,3
2022-04-01,3211.06,3
2022-04-01,3230.01,3
2022-04-01,3233.06,9
2022-04-01,3275.03,5
2022-04-01,3280.04,12
2022-04-01,3303.01,7
2022-04-01,3306.03,10
2022-04-01,3347.03,5
2022-04-01,3376.02,37
2022-04-01,3385.06,9
2022-04-01,3420.01,19
2022-04-01,3457.03,18
2022-04-01,3460.02,10
2022-04-01,3498.09,15
2022-04-01,3507.04,13
2022-04-01,3515.01,8
2022-04-01,3538.09,14
2022-04-01,3555.04,4
2022-04-01,3579.04,22
2022-04-01,3588.01,13
2022-04-01,3596.04,7
2022-04-01,3611.02,15
2022-04-01,3620.02,15
2022-04-01,3628.11,25
2022-04-01,3651.04,60
2022-04-01,3665.06,21
2022-04-01,3668.04,10
2022-04-01,3696.05,16
2022-04-01,3699.07,11
2022-04-01,3704.08,12
2022-04-01,3722.04,26
2022-04-01,3731.11,25
2022-04-01,3736.03,16
2022-04-01,3736.04,1
2022-04-01,3739.06,6
2022-04-01,3762.08,24
2022-04-01,3771.06,30
2022-04-01,3776.05,5
2022-04-01,3779.02,5
2022-04-01,3803.05,25
2022-04-01,3803.09,44
2022-04-01,3811.05,15
2022-04-01,3834.1,33
2022-04-01,3842.08,25
2022-04-01,3847.04,8
2022-04-01,3865.05,47
2022-04-01,3874.01,14
2022-04-01,3879.04,16
2022-04-01,3882.01,11
2022-04-01,3887.03,8
2022-04-01,3905.15,48
2022-04-01,3914.02,16
2022-04-01,3922.02,6
2022-04-01,3940.04,13
2022-04-01,3946.07,30
2022-04-01,3955.05,27
2022-04-01,3960.01,21
2022-04-01,3978.13,22
2022-04-01,3987.06,37
2022-04-01,3993.03,28
2022-04-01,3996.01,13
2022-04-01,4001.09,37
2022-04-01,4010.15,18
2022-04-01,4019.06,34
2022-04-01,4028.03,17
2022-04-01,4028.04,14
2022-04-01,4033.06,27
2022-04-01,4042.08,23
2022-04-01,4051.01,68
2022-04-01,4054.02,3
2022-04-01,4060.09,32
2022-04-01,4066.15,42
2022-04-01,4074.03,53
2022-04-01,4077.04,29
2022-04-01,4077.07,30
2022-04-01,4086.06,4
2022-04-01,4095.03,15
2022-04-01,4095.1,13
2022-04-01,4107.05,22
2022-04-01,4107.13,29
2022-04-01,4110.1,12
2022-04-01,4116.08,40
2022-04-01,4119.04,27
2022-04-01,4124.04,16
2022-04-01,4125.07,64
2022-04-01,4134.06,27
2022-04-01,4137.1,9
2022-04-01,4137.14,2
2022-04-01,4143.03,17
2022-04-01,4143.04,9
2022-04-01,4148.07,17
2022-04-01,4151.01,29
