date,station_id,users_count
2022-03-01,2951.05,4
2022-03-01,3011.03,6
2022-03-01,3046.03,3
2022-03-01,3125.09,4
2022-03-01,3169.07,11
2022-03-01,3192.05,2
2022-03-01,3199.01,6
2022-03-01,3208.07,3
2022-03-01,3275.03,6
2022-03-01,3303.01,3
2022-03-01,3344.02,18
2022-03-01,3347.03,2
2022-03-01,3376.02,29
2022-03-01,3420.01,15
2022-03-01,3457.03,13
2022-03-01,3460.02,6
2022-03-01,3492.04,7
2022-03-01,3498.09,9
2022-03-01,3538.09,16
2022-03-01,3555.04,8
2022-03-01,3564.04,7
2022-03-01,3579.04,7
2022-03-01,3588.01,16
2022-03-01,3596.04,6
2022-03-01,3611.02,20
2022-03-01,3620.02,9
2022-03-01,3628.11,19
2022-03-01,3651.04,42
2022-03-01,3665.06,11
2022-03-01,3668.04,11
2022-03-01,3696.05,11
2022-03-01,3699.07,16
2022-03-01,3704.08,6
2022-03-01,3722.04,48
2022-03-01,3731.11,19
2022-03-01,3736.03,13
2022-03-01,3736.04,4
2022-03-01,3762.08,33
2022-03-01,3771.06,18
2022-03-01,3776.05,4
2022-03-01,3803.05,17
2022-03-01,3803.09,41
2022-03-01,3811.05,8
2022-03-01,3834.1,35
2022-03-01,3842.08,14
2022-03-01,3847.04,8
2022-03-01,3850.03,19
2022-03-01,3865.05,33
2022-03-01,3874.01,31
2022-03-01,3879.04,26
2022-03-01,3882.01,10
2022-03-01,3887.03,10
2022-03-01,3905.15,47
2022-03-01,3914.02,28
2022-03-01,3919.07,36
2022-03-01,3922.02,15
2022-03-01,3928.08,31
2022-03-01,3946.07,19
2022-03-01,3955.05,27
2022-03-01,3960.01,10
2022-03-01,3978.13,20
2022-03-01,3987.06,39
2022-03-01,3993.03,30
2022-03-01,3996.01,21
2022-03-01,4001.09,27
2022-03-01,4010.13,40
2022-03-01,4010.15,38
2022-03-01,4019.06,31
2022-03-01,4028.03,19
2022-03-01,4028.04,18
2022-03-01,4033.06,12
2022-03-01,4042.08,14
2022-03-01,4051.01,58
2022-03-01,4054.02,3
2022-03-01,4060.09,31
2022-03-01,4066.15,25
2022-03-01,4074.03,28
2022-03-01,4077.04,20
2022-03-01,4077.07,20
2022-03-01,4086.05,4
2022-03-01,4095.03,14
2022-03-01,4095.1,5
2022-03-01,4101.17,27
2022-03-01,4107.05,14
2022-03-01,4107.13,30
2022-03-01,4110.1,22
2022-03-01,4116.08,27
2022-03-01,4119.04,25
2022-03-01,4124.04,13
2022-03-01,4125.07,79
2022-03-01,4134.06,17
2022-03-01,4137.1,7
2022-03-01,4137.14,8
2022-03-01,4143.03,12
2022-03-01,4143.04,15
2022-03-01,4148.07,8
2022-03-01,4151.01,13
2022-03-01,4157.1,26
2022-03-01,4157.15,21
2022-03-01,4161.01,2
2022-03-01,4166.08,16
2022-03-01,4169.04,13
2022-03-01,4175.14,41
2022-03-01,4175.15,37
2022-03-01,4184.07,18
2022-03-01,4190.06,15
2022-03-01,4193.14,17
2022-03-01,4199.12,30
2022-03-01,4205.06,26
2022-03-01,4208.01,21
2022-03-01,4214.03,23
2022-03-01,4217.02,51
2022-03-01,4222.02,28
2022-03-01,4225.14,37
2022-03-01,4228.02,9
2022-03-01,4231.04,20
2022-03-01,4237.01,10
2022-03-01,4237.02,7
2022-03-01,4243.01,13
2022-03-01,4249.1,18
2022-03-01,4255.05,13
2022-03-01,4258.07,20
2022-03-01,4263.12,20
2022-03-01,4266.03,31
2022-03-01,4278.03,24
2022-03-01,4281.08,33
2022-03-01,4285.09,9
2022-03-01,4290.08,18
2022-03-01,4298.05,21
2022-03-01,4319.07,26
2022-03-01,4322.06,33
2022-03-01,4327.09,8
2022-03-01,4336.01,14
2022-03-01,4339.01,20
2022-03-01,4345.11,41
2022-03-01,4348.07,26
2022-03-01,4354.05,21
2022-03-01,4357.01,3
2022-03-01,4362.04,17
2022-03-01,4366.01,10
2022-03-01,4368.05,27
2022-03-01,4371.01,27
2022-03-01,4377.04,19
2022-03-01,4380.08,45
2022-03-01,4386.05,20
2022-03-01,4392.04,10
2022-03-01,4395.07,101
2022-03-01,4399.03,2
2022-03-01,4404.1,16
2022-03-01,4413.08,24
2022-03-01,4419.03,23
2022-03-01,4422.04,23
2022-03-01,4422.05,13
2022-03-01,4425.02,22
2022-03-01,4428.02,31
2022-03-01,4432.1,4
2022-03-01,4434.06,18
2022-03-01,4437.09,15
2022-03-01,4441.06,4
2022-03-01,4446.01,52
2022-03-01,4446.05,19
2022-03-01,4452.01,32
2022-03-01,4452.03,22
2022-03-01,4455.1,43
2022-03-01,4455.11,27
2022-03-01,4461.01,32
2022-03-01,4470.09,57
2022-03-01,4476.03,7
2022-03-01,4479.08,51
2022-03-01,4483.1,17
2022-03-01,4488.08,40
2022-03-01,4488.09,46
2022-03-01,4494.04,36
2022-03-01,4497.09,18
2022-03-01,4507.07,2
2022-03-01,4510.04,22
2022-03-01,4513.09,23
2022-03-01,4517.03,9
2022-03-01,4519.02,16
2022-03-01,4519.04,15
2022-03-01,4522.07,24
2022-03-01,4526.01,15
2022-03-01,4528.01,31
2022-03-01,4531.05,35
2022-03-01,4546.04,22
2022-03-01,4546.05,25
2022-03-01,4553.04,17
2022-03-01,4560.01,8
2022-03-01,4565.04,28
2022-03-01,4582.05,8
2022-03-01,4587.02,12
2022-03-01,4591.04,5
2022-03-01,4596.05,43
2022-03-01,4596.09,64
2022-03-01,4600.09,5
2022-03-01,4605.04,75
2022-03-01,4608.01,12
2022-03-01,4611.03,47
2022-03-01,4614.04,33
2022-03-01,4617.01,12
2022-03-01,4620.02,41
2022-03-01,4623.02,6
2022-03-01,4628.05,46
2022-03-01,4628.07,22
2022-03-01,4632.1,21
2022-03-01,4634.02,14
2022-03-01,4637.06,78
2022-03-01,4640.01,9
2022-03-01,4645.04,23
2022-03-01,4645.09,30
2022-03-01,4651.02,57
2022-03-01,4654.01,6
2022-03-01,4656.03,16
2022-03-01,4659.02,14
2022-03-01,4663.02,6
2022-03-01,4663.06,11
2022-03-01,4665.02,17
2022-03-01,4672.01,1
2022-03-01,4677.01,33
2022-03-01,4677.06,44
2022-03-01,4680.05,12
2022-03-01,4683.02,49
2022-03-01,4689.03,11
2022-03-01,4692.01,32
2022-03-01,4695.04,4
2022-03-01,4697.01,14
2022-03-01,4700.06,7
2022-03-01,4707.03,17
2022-03-01,4707.04,13
2022-03-01,4710.06,52
2022-03-01,4713.01,15
2022-03-01,4715.01,5
2022-03-01,4718.08,18
2022-03-01,4721.01,7
2022-03-01,4724.03,37
2022-03-01,4732.04,31
2022-03-01,4732.08,24
2022-03-01,4743.04,4
2022-03-01,4748.07,31
2022-03-01,4756.04,6
2022-03-01,4759.02,17
2022-03-01,4762.04,17
2022-03-01,4762.05,53
2022-03-01,4768.02,9
2022-03-01,4775.01,7
2022-03-01,4781.05,9
2022-03-01,4784.02,10
2022-03-01,4789.03,55
2022-03-01,4792.03,12
2022-03-01,4798.02,11
2022-03-01,4801.04,16
2022-03-01,4804.02,26
2022-03-01,4807.02,5
2022-03-01,4812.02,7
2022-03-01,4812.04,29
2022-03-01,4816.05,2
2022-03-01,4818.03,14
2022-03-01,4821.03,45
2022-03-01,4821.06,35
2022-03-01,4821.1,14
2022-03-01,4824.03,13
2022-03-01,4829.01,19
2022-03-01,4832.07,5
2022-03-01,4840.06,12
2022-03-01,4846.01,45
2022-03-01,4847.03,22
2022-03-01,4850.04,15
2022-03-01,4853.06,1
2022-03-01,4856.05,9
2022-03-01,4861.05,13
2022-03-01,4864.09,19
