date,city_name,pm2_5
2022-11-15,Chicago,12.0
2022-11-16,Chicago,8.2
2022-11-17,Chicago,9.8
2022-11-18,Chicago,5.6
2022-11-19,Chicago,5.2
2022-11-20,Chicago,5.0
2022-11-21,Chicago,9.4
2022-11-22,Chicago,17.3
2022-11-23,Chicago,15.9
2022-11-24,Chicago,17.8
2022-11-25,Chicago,12.6
2022-11-26,Chicago,10.0
2022-11-27,Chicago,9.9
2022-11-28,Chicago,8.9
2022-11-29,Chicago,11.1
2022-11-30,Chicago,5.6
2022-12-01,Chicago,6.1
2022-12-02,Chicago,5.5
2022-12-03,Chicago,5.6
2022-12-04,Chicago,6.6
2022-12-05,Chicago,11.3
2022-12-06,Chicago,19.8
2022-12-07,Chicago,27.8
2022-12-08,Chicago,13.5
2022-12-09,Chicago,12.6
2022-12-10,Chicago,14.5
2022-12-11,Chicago,8.5
2022-12-12,Chicago,9.9
2022-12-13,Chicago,12.6
2022-12-14,Chicago,10.6
2022-12-15,Chicago,6.2
2022-12-16,Chicago,7.0
2022-12-17,Chicago,7.1
2022-12-18,Chicago,4.6
2022-12-19,Chicago,10.4
2022-12-20,Chicago,15.2
2022-12-21,Chicago,17.2
2022-12-22,Chicago,19.5
2022-12-23,Chicago,6.2
2022-12-24,Chicago,4.6
2022-12-25,Chicago,3.9
2022-12-26,Chicago,6.5
2022-12-27,Chicago,11.6
2022-12-28,Chicago,12.4
2022-12-29,Chicago,8.5
2022-12-30,Chicago,12.3
2022-12-31,Chicago,16.9
2013-01-01,Columbus,10.6
2013-01-04,Columbus,8.0
2013-01-07,Columbus,8.3
2013-01-10,Columbus,10.7
2013-01-13,Columbus,6.3
2013-01-16,Columbus,3.7
2013-01-19,Columbus,8.2
2013-01-22,Columbus,5.8
2013-01-25,Columbus,20.2
2013-01-28,Columbus,21.3
2013-01-31,Columbus,5.2
2013-02-03,Columbus,9.0
2013-02-06,Columbus,20.6
2013-02-09,Columbus,8.4
2013-02-12,Columbus,2.8
2013-02-15,Columbus,9.5
2013-02-18,Columbus,17.1
2013-02-21,Columbus,18.6
2013-02-24,Columbus,6.0
2013-02-27,Columbus,6.7
2013-03-02,Columbus,7.2
2013-03-05,Columbus,10.9
2013-03-08,Columbus,20.7
2013-03-11,Columbus,5.9
2013-03-14,Columbus,7.6
2013-03-17,Columbus,11.8
2013-03-20,Columbus,6.8
2013-03-23,Columbus,11.0
2013-03-26,Columbus,6.0
2013-03-29,Columbus,21.8
2013-04-01,Columbus,7.4
2013-04-04,Columbus,6.9
2013-04-07,Columbus,8.4
2013-04-10,Columbus,23.0
2013-04-13,Columbus,7.6
2013-04-16,Columbus,9.4
2013-04-19,Columbus,5.6
2013-04-22,Columbus,8.3
2013-04-25,Columbus,6.6
2013-04-28,Columbus,9.8
2013-05-01,Columbus,9.3
2013-05-04,Columbus,2.4
2013-05-07,Columbus,4.6
2013-05-08,Columbus,9.4
2013-05-10,Columbus,13.1
2013-05-13,Columbus,7.8
2013-05-16,Columbus,13.9
2013-05-19,Columbus,8.3
2013-05-22,Columbus,9.6
2013-05-25,Columbus,6.9
2013-05-28,Columbus,9.4
2013-05-31,Columbus,7.1
2013-06-03,Columbus,8.0
2013-06-06,Columbus,4.6
2013-06-09,Columbus,8.2
2013-06-12,Columbus,15.6
2013-06-15,Columbus,10.2
2013-06-18,Columbus,7.0
2013-06-21,Columbus,13.0
2013-06-24,Columbus,10.2
2013-06-27,Columbus,11.0
2013-06-30,Columbus,10.0
2013-07-03,Columbus,4.5
2013-07-06,Columbus,4.1
2013-07-09,Columbus,5.9
2013-07-12,Columbus,11.8
2013-07-15,Columbus,4.1
2013-07-18,Columbus,7.5
2013-07-21,Columbus,6.7
2013-07-24,Columbus,7.6
2013-07-27,Columbus,15.7
2013-07-30,Columbus,12.6
2013-08-02,Columbus,14.2
2013-08-05,Columbus,13.8
2013-08-08,Columbus,10.4
2013-08-11,Columbus,5.0
2013-08-14,Columbus,9.4
2013-08-16,Columbus,1.8
2013-08-17,Columbus,1.9
2013-08-20,Columbus,4.7
2013-08-23,Columbus,5.3
2013-08-26,Columbus,8.7
2013-08-29,Columbus,19.9
2013-09-01,Columbus,14.8
2013-09-04,Columbus,10.8
2013-09-07,Columbus,13.4
2013-09-10,Columbus,13.0
2013-09-13,Columbus,16.7
2013-09-16,Columbus,15.7
2013-09-19,Columbus,10.3
2013-09-22,Columbus,4.8
2013-09-25,Columbus,8.9
2013-09-28,Columbus,7.1
2013-10-01,Columbus,9.6
2013-10-04,Columbus,17.6
2013-10-07,Columbus,3.9
2013-10-10,Columbus,8.6
2013-10-13,Columbus,9.9
2013-10-16,Columbus,8.8
2013-10-19,Columbus,8.4
2013-10-22,Columbus,14.4
2013-10-25,Columbus,5.2
2013-10-28,Columbus,18.2
2013-10-31,Columbus,10.5
2013-11-03,Columbus,8.9
2013-11-06,Columbus,9.5
2013-11-09,Columbus,11.0
2013-11-12,Columbus,11.8
2013-11-15,Columbus,11.5
2013-11-18,Columbus,5.1
2013-11-21,Columbus,11.4
2013-11-24,Columbus,5.5
2013-11-27,Columbus,5.9
2013-11-30,Columbus,12.7
2013-12-03,Columbus,10.4
2013-12-06,Columbus,7.2
2013-12-09,Columbus,2.7
2013-12-12,Columbus,7.4
2013-12-15,Columbus,7.1
2013-12-18,Columbus,11.1
2013-12-21,Columbus,8.7
2013-12-24,Columbus,5.8
2013-12-27,Columbus,11.1
2013-12-30,Columbus,11.1
2014-01-02,Columbus,8.9
2014-01-05,Columbus,13.6
2014-01-08,Columbus,10.6
2014-01-11,Columbus,2.9
2014-01-14,Columbus,5.9
2014-01-17,Columbus,5.9
2014-01-20,Columbus,11.3
2014-01-23,Columbus,9.0
2014-01-26,Columbus,13.9
2014-01-29,Columbus,11.6
2014-02-01,Columbus,11.5
2014-02-04,Columbus,6.0
2014-02-05,Columbus,4.9
2014-02-07,Columbus,11.5
2014-02-09,Columbus,11.9
2014-02-10,Columbus,17.2
2014-02-11,Columbus,5.1
2014-02-13,Columbus,7.0
2014-02-16,Columbus,12.2
2014-02-19,Columbus,7.5
2014-02-22,Columbus,6.1
2014-02-25,Columbus,14.6
2014-02-28,Columbus,15.0
2014-03-03,Columbus,8.2
2014-03-06,Columbus,8.1
2014-03-09,Columbus,12.0
2014-03-12,Columbus,7.6
2014-03-15,Columbus,18.7
2014-03-18,Columbus,2.5
2014-03-21,Columbus,15.3
2014-03-24,Columbus,13.9
2014-03-27,Columbus,21.8
2014-03-30,Columbus,8.2
2014-04-02,Columbus,13.4
2014-04-05,Columbus,7.0
2014-04-08,Columbus,7.2
2014-04-11,Columbus,13.6
2014-04-14,Columbus,8.8
2014-04-17,Columbus,8.1
2014-04-20,Columbus,8.2
2014-04-23,Columbus,13.5
2014-04-26,Columbus,14.4
2014-04-29,Columbus,6.8
2014-05-02,Columbus,8.6
2014-05-05,Columbus,13.4
2014-05-08,Columbus,12.0
2014-05-11,Columbus,10.2
2014-05-14,Columbus,8.3
2014-05-17,Columbus,11.1
2014-05-20,Columbus,12.5
2014-05-23,Columbus,15.7
2014-05-26,Columbus,13.9
2014-05-29,Columbus,7.2
2014-06-01,Columbus,7.3
2014-06-04,Columbus,9.3
2014-06-07,Columbus,9.5
2014-06-10,Columbus,4.9
2014-06-13,Columbus,11.7
2014-06-16,Columbus,17.6
2014-06-19,Columbus,16.5
2014-06-22,Columbus,12.1
2014-06-25,Columbus,9.5
2014-06-28,Columbus,6.9
2014-07-01,Columbus,22.1
2014-07-04,Columbus,9.6
2014-07-07,Columbus,16.7
2014-07-10,Columbus,9.2
2014-07-13,Columbus,9.2
2014-07-16,Columbus,9.4
2014-07-19,Columbus,8.1
2014-07-22,Columbus,5.0
2014-07-25,Columbus,15.5
2014-07-28,Columbus,15.4
2014-07-31,Columbus,15.2
2014-08-03,Columbus,10.1
2014-08-06,Columbus,17.9
2014-08-09,Columbus,10.3
2014-08-12,Columbus,11.4
2014-08-15,Columbus,12.5
2014-08-18,Columbus,9.2
2014-08-21,Columbus,13.0
2014-08-24,Columbus,15.8
2014-08-27,Columbus,9.4
2014-08-30,Columbus,5.2
2014-09-02,Columbus,9.2
2014-09-05,Columbus,7.3
2014-09-08,Columbus,7.5
2014-09-11,Columbus,7.6
2014-09-14,Columbus,9.1
2014-09-17,Columbus,8.5
2014-09-20,Columbus,10.1
2014-09-23,Columbus,9.7
2014-09-26,Columbus,3.1
2014-09-29,Columbus,8.6
2014-10-02,Columbus,7.7
2014-10-05,Columbus,6.1
2014-10-08,Columbus,11.5
2014-10-11,Columbus,13.6
2014-10-14,Columbus,4.7
2014-10-17,Columbus,9.6
2014-10-20,Columbus,12.5
2014-10-23,Columbus,6.9
2014-10-26,Columbus,16.1
2014-10-29,Columbus,10.3
2014-11-01,Columbus,3.6
2014-11-04,Columbus,11.2
2014-11-07,Columbus,7.8
2014-11-10,Columbus,12.9
2014-11-13,Columbus,13.5
2014-11-16,Columbus,14.3
2014-11-19,Columbus,16.6
2014-11-22,Columbus,12.4
2014-11-25,Columbus,7.7
2014-11-28,Columbus,11.3
2014-12-01,Columbus,12.5
2014-12-04,Columbus,12.4
2014-12-07,Columbus,4.4
2014-12-10,Columbus,6.4
2014-12-13,Columbus,11.2
2014-12-16,Columbus,8.0
2014-12-19,Columbus,9.0
2014-12-22,Columbus,3.2
2014-12-23,Columbus,6.0
2014-12-25,Columbus,7.2
2014-12-28,Columbus,5.6
2014-12-31,Columbus,10.7
2015-01-03,Columbus,9.2
2015-01-06,Columbus,9.5
2015-01-09,Columbus,11.1
2015-01-12,Columbus,9.9
2015-01-15,Columbus,12.3
2015-01-18,Columbus,12.1
2015-01-21,Columbus,16.9
2015-01-24,Columbus,5.0
2015-01-27,Columbus,5.9
2015-01-30,Columbus,7.8
2015-02-02,Columbus,5.2
2015-02-05,Columbus,7.8
2015-02-08,Columbus,12.4
2015-02-11,Columbus,13.6
2015-02-14,Columbus,21.6
2015-02-17,Columbus,6.7
2015-02-20,Columbus,14.1
2015-02-23,Columbus,7.5
2015-02-26,Columbus,5.2
2015-03-01,Columbus,13.0
2015-03-04,Columbus,6.3
2015-03-07,Columbus,9.9
2015-03-10,Columbus,13.7
2015-03-13,Columbus,7.9
2015-03-16,Columbus,11.4
2015-03-19,Columbus,12.9
2015-03-22,Columbus,3.8
2015-03-25,Columbus,8.4
2015-03-28,Columbus,6.0
2015-03-31,Columbus,12.7
2015-04-03,Columbus,9.2
2015-04-06,Columbus,9.9
2015-04-09,Columbus,13.7
2015-04-12,Columbus,8.9
2015-04-15,Columbus,6.8
2015-04-18,Columbus,4.0
2015-04-21,Columbus,7.0
2015-04-24,Columbus,9.1
2015-04-27,Columbus,6.7
2015-04-28,Columbus,9.2
2015-04-30,Columbus,9.1
2015-05-03,Columbus,13.0
2015-05-06,Columbus,9.2
2015-05-09,Columbus,17.6
2015-05-12,Columbus,17.2
2015-05-15,Columbus,9.9
2015-05-18,Columbus,9.0
2015-05-21,Columbus,6.3
2015-05-24,Columbus,8.4
2015-05-27,Columbus,4.9
2015-05-30,Columbus,9.4
2015-06-02,Columbus,7.1
2015-06-05,Columbus,6.4
2015-06-08,Columbus,10.2
2015-06-11,Columbus,6.9
2015-06-14,Columbus,10.9
2015-06-17,Columbus,11.1
2015-06-20,Columbus,12.9
2015-06-23,Columbus,18.3
2015-06-26,Columbus,10.5
2015-06-29,Columbus,10.4
2015-07-02,Columbus,10.5
2015-07-05,Columbus,5.0
2015-07-08,Columbus,19.7
2015-07-11,Columbus,17.5
2015-07-14,Columbus,12.1
2015-07-17,Columbus,11.5
2015-07-20,Columbus,11.2
2015-07-23,Columbus,8.1
2015-07-26,Columbus,13.8
2015-07-29,Columbus,10.4
2015-07-31,Columbus,10.6
2015-08-01,Columbus,8.1
2015-08-02,Columbus,8.4
2015-08-04,Columbus,14.0
2015-08-06,Columbus,9.9
2015-08-07,Columbus,14.8
2015-08-09,Columbus,9.6
2015-08-10,Columbus,11.6
2015-08-13,Columbus,9.9
2015-08-16,Columbus,5.0
2015-08-19,Columbus,4.4
2015-08-22,Columbus,10.2
2015-08-25,Columbus,8.3
2015-08-28,Columbus,9.9
2015-08-31,Columbus,5.0
2015-09-03,Columbus,12.9
2015-09-06,Columbus,12.9
2015-09-09,Columbus,9.9
2015-09-12,Columbus,6.7
2015-09-15,Columbus,7.5
2015-09-18,Columbus,6.6
2015-09-21,Columbus,11.1
2015-09-22,Columbus,7.4
2015-09-24,Columbus,5.9
2015-09-27,Columbus,2.4
2015-09-30,Columbus,4.3
2015-10-03,Columbus,1.0
2015-10-06,Columbus,4.1
2015-10-09,Columbus,7.8
2015-10-12,Columbus,8.7
2015-10-15,Columbus,14.7
2015-10-18,Columbus,6.0
2015-10-21,Columbus,8.6
2015-10-24,Columbus,8.5
2015-10-27,Columbus,4.1
2015-10-30,Columbus,11.2
2015-11-02,Columbus,5.0
2015-11-05,Columbus,6.0
2015-11-08,Columbus,2.7
2015-11-11,Columbus,9.2
2015-11-14,Columbus,9.8
2015-11-17,Columbus,6.6
2015-11-20,Columbus,6.0
2015-11-23,Columbus,9.0
2015-11-26,Columbus,5.8
2015-11-29,Columbus,11.2
2015-12-02,Columbus,5.0
2015-12-05,Columbus,6.0
2015-12-08,Columbus,14.9
2015-12-11,Columbus,10.5
2015-12-14,Columbus,4.6
2015-12-17,Columbus,6.6
2015-12-20,Columbus,10.8
2015-12-23,Columbus,2.3
2015-12-26,Columbus,5.2
2015-12-29,Columbus,6.8
2016-01-01,Columbus,6.9
2016-01-04,Columbus,4.7
2016-01-07,Columbus,4.2
2016-01-09,Columbus,3.9
2016-01-10,Columbus,2.4
2016-01-11,Columbus,7.8
2016-01-13,Columbus,9.7
2016-01-16,Columbus,6.9
2016-01-19,Columbus,7.2
2016-01-22,Columbus,4.9
2016-01-25,Columbus,11.7
2016-01-28,Columbus,8.8
2016-01-31,Columbus,9.1
2016-02-03,Columbus,5.1
2016-02-06,Columbus,7.0
2016-02-09,Columbus,3.7
2016-02-12,Columbus,16.3
2016-02-15,Columbus,8.4
2016-02-18,Columbus,7.5
2016-02-21,Columbus,12.0
2016-02-24,Columbus,4.0
2016-02-27,Columbus,11.1
2016-03-01,Columbus,13.7
2016-03-04,Columbus,5.2
2016-03-07,Columbus,14.5
2016-03-10,Columbus,13.4
2016-03-13,Columbus,8.6
2016-03-16,Columbus,17.6
2016-03-19,Columbus,6.0
2016-03-22,Columbus,21.2
2016-03-25,Columbus,7.1
2016-03-28,Columbus,6.9
2016-03-31,Columbus,7.9
2016-04-03,Columbus,5.0
2016-04-06,Columbus,12.3
2016-04-09,Columbus,5.6
2016-04-12,Columbus,5.9
2016-04-15,Columbus,4.7
2016-04-18,Columbus,15.6
2016-04-21,Columbus,11.5
2016-04-24,Columbus,7.4
2016-04-27,Columbus,9.1
2016-04-30,Columbus,11.0
2016-05-03,Columbus,5.4
2016-05-06,Columbus,6.0
2016-05-09,Columbus,11.8
2016-05-12,Columbus,14.4
2016-05-15,Columbus,4.6
2016-05-18,Columbus,8.1
2016-05-21,Columbus,6.1
2016-05-24,Columbus,13.8
2016-05-27,Columbus,12.0
2016-05-30,Columbus,11.8
2016-06-02,Columbus,9.8
2016-06-05,Columbus,4.3
2016-06-08,Columbus,7.8
2016-06-11,Columbus,14.8
2016-06-14,Columbus,7.3
2016-06-17,Columbus,11.4
2016-06-20,Columbus,6.3
2016-06-23,Columbus,12.3
2016-06-26,Columbus,12.7
2016-06-29,Columbus,10.8
2016-07-02,Columbus,12.2
2016-07-05,Columbus,10.4
2016-07-08,Columbus,8.2
2016-07-11,Columbus,7.8
2016-07-14,Columbus,5.9
2016-07-17,Columbus,4.2
2016-07-20,Columbus,9.4
2016-07-23,Columbus,8.7
2016-07-26,Columbus,5.4
2016-07-29,Columbus,11.6
2016-08-01,Columbus,6.4
2016-08-04,Columbus,11.4
2016-08-07,Columbus,11.8
2016-08-10,Columbus,3.9
2016-08-13,Columbus,5.1
2016-08-16,Columbus,6.1
2016-08-19,Columbus,6.3
2016-08-22,Columbus,7.1
2016-08-25,Columbus,9.7
2016-08-28,Columbus,7.0
2016-08-31,Columbus,5.1
2016-09-03,Columbus,5.2
2016-09-06,Columbus,9.6
2016-09-09,Columbus,14.7
2016-09-12,Columbus,7.0
2016-09-13,Columbus,6.4
2016-09-15,Columbus,7.3
2016-09-18,Columbus,6.7
2016-09-21,Columbus,7.8
2016-09-24,Columbus,7.2
2016-09-27,Columbus,8.3
2016-09-30,Columbus,9.5
2016-10-03,Columbus,11.1
2016-10-06,Columbus,6.5
2016-10-09,Columbus,3.9
2016-10-12,Columbus,8.8
2016-10-13,Columbus,7.4
2016-10-15,Columbus,11.6
2016-10-18,Columbus,7.8
2016-10-21,Columbus,5.3
2016-10-24,Columbus,23.0
2016-10-27,Columbus,15.1
2016-10-30,Columbus,13.6
2016-11-02,Columbus,10.8
2016-11-05,Columbus,7.4
2016-11-08,Columbus,9.0
2016-11-11,Columbus,30.8
2016-11-14,Columbus,16.1
2016-11-17,Columbus,13.8
2016-11-20,Columbus,3.3
2016-11-23,Columbus,37.9
2016-11-26,Columbus,7.4
2016-11-29,Columbus,8.6
2016-12-02,Columbus,8.1
2016-12-05,Columbus,3.3
2016-12-08,Columbus,5.3
2016-12-11,Columbus,9.2
2016-12-14,Columbus,5.9
2016-12-17,Columbus,8.9
2016-12-20,Columbus,2.5
2016-12-23,Columbus,11.9
2016-12-26,Columbus,10.1
2016-12-29,Columbus,5.3
2017-01-01,Columbus,5.4
2017-01-04,Columbus,5.4
2017-01-07,Columbus,6.9
2017-01-10,Columbus,8.9
2017-01-13,Columbus,12.8
2017-01-16,Columbus,10.3
2017-01-19,Columbus,10.5
2017-01-22,Columbus,2.5
2017-01-25,Columbus,7.9
2017-01-28,Columbus,3.7
2017-01-31,Columbus,10.8
2017-02-03,Columbus,10.0
2017-02-06,Columbus,14.7
2017-02-09,Columbus,5.6
2017-02-12,Columbus,11.0
2017-02-15,Columbus,8.7
2017-02-18,Columbus,27.4
2017-02-21,Columbus,14.3
2017-02-24,Columbus,8.8
2017-02-27,Columbus,10.1
2017-03-02,Columbus,3.3
2017-03-05,Columbus,20.4
2017-03-08,Columbus,4.7
2017-03-11,Columbus,4.6
2017-03-14,Columbus,4.1
2017-03-17,Columbus,22.3
2017-03-20,Columbus,15.5
2017-03-23,Columbus,25.3
2017-03-26,Columbus,8.2
2017-03-29,Columbus,21.6
2017-04-01,Columbus,8.2
2017-04-04,Columbus,7.2
2017-04-07,Columbus,3.1
2017-04-10,Columbus,11.1
2017-04-13,Columbus,24.0
2017-04-16,Columbus,9.8
2017-04-19,Columbus,12.6
2017-04-22,Columbus,10.9
2017-04-25,Columbus,6.2
2017-04-28,Columbus,11.2
2017-05-01,Columbus,5.0
2017-05-02,Columbus,8.1
2017-05-04,Columbus,7.3
2017-05-07,Columbus,5.3
2017-05-10,Columbus,14.1
2017-05-13,Columbus,4.6
2017-05-16,Columbus,9.9
2017-05-19,Columbus,9.0
2017-05-22,Columbus,9.6
2017-05-25,Columbus,3.9
2017-05-28,Columbus,9.1
2017-05-31,Columbus,15.2
2017-06-03,Columbus,9.5
2017-06-06,Columbus,4.8
2017-06-09,Columbus,10.5
2017-06-12,Columbus,4.9
2017-06-15,Columbus,6.9
2017-06-18,Columbus,5.4
2017-06-21,Columbus,4.8
2017-06-24,Columbus,6.3
2017-06-27,Columbus,9.1
2017-06-30,Columbus,4.7
2017-07-03,Columbus,16.3
2017-07-06,Columbus,7.5
2017-07-09,Columbus,8.6
2017-07-12,Columbus,6.0
2017-07-15,Columbus,4.3
2017-07-18,Columbus,5.2
2017-07-21,Columbus,14.0
2017-07-24,Columbus,6.8
2017-07-27,Columbus,9.7
2017-07-30,Columbus,6.3
2017-08-02,Columbus,9.4
2017-08-05,Columbus,8.7
2017-08-08,Columbus,7.7
2017-08-11,Columbus,4.9
2017-08-14,Columbus,9.1
2017-08-17,Columbus,8.0
2017-08-20,Columbus,13.4
2017-08-23,Columbus,10.7
2017-08-26,Columbus,8.2
2017-08-29,Columbus,9.5
2017-09-01,Columbus,5.7
2017-09-04,Columbus,11.3
2017-09-07,Columbus,6.7
2017-09-10,Columbus,5.6
2017-09-13,Columbus,10.0
2017-09-16,Columbus,13.0
2017-09-18,Columbus,19.6
2017-09-19,Columbus,15.9
2017-09-20,Columbus,15.4
2017-09-21,Columbus,21.4
2017-09-22,Columbus,14.1
2017-09-23,Columbus,17.6
2017-09-24,Columbus,15.5
2017-09-25,Columbus,9.8
2017-09-26,Columbus,16.0
2017-09-27,Columbus,14.8
2017-09-28,Columbus,14.8
2017-09-29,Columbus,20.9
2017-09-30,Columbus,18.3
2017-10-01,Columbus,6.6
2017-10-02,Columbus,14.0
2017-10-03,Columbus,11.3
2017-10-04,Columbus,7.6
2017-10-05,Columbus,14.2
2017-10-06,Columbus,14.0
2017-10-07,Columbus,7.4
2017-10-08,Columbus,10.7
2017-10-09,Columbus,11.5
2017-10-10,Columbus,10.6
2017-10-11,Columbus,16.7
2017-10-12,Columbus,18.4
2017-10-13,Columbus,12.0
2017-10-14,Columbus,11.0
2017-10-16,Columbus,4.9
2017-10-17,Columbus,8.1
2017-10-18,Columbus,8.8
2017-10-19,Columbus,11.7
2017-10-20,Columbus,14.4
2017-10-21,Columbus,13.5
2017-10-22,Columbus,7.3
2017-10-23,Columbus,7.7
2017-10-24,Columbus,9.4
2017-10-25,Columbus,6.4
2017-10-26,Columbus,13.5
2017-10-27,Columbus,12.0
2017-10-28,Columbus,6.5
2017-10-29,Columbus,8.0
2017-10-30,Columbus,8.8
2017-10-31,Columbus,10.8
2017-11-01,Columbus,16.1
2017-11-02,Columbus,17.2
2017-11-03,Columbus,12.6
2017-11-06,Columbus,13.5
2017-11-07,Columbus,14.8
2017-11-08,Columbus,12.9
2017-11-09,Columbus,3.6
2017-11-10,Columbus,11.0
2017-11-11,Columbus,15.5
2017-11-12,Columbus,8.9
2017-11-13,Columbus,12.0
2017-11-14,Columbus,11.5
2017-11-15,Columbus,12.8
2017-11-16,Columbus,20.5
2017-11-17,Columbus,17.9
2017-11-18,Columbus,13.4
2017-11-19,Columbus,6.9
2017-11-20,Columbus,13.3
2017-11-21,Columbus,11.8
2017-11-22,Columbus,13.0
2017-11-23,Columbus,12.9
2017-11-24,Columbus,13.3
2017-11-25,Columbus,17.4
2017-11-26,Columbus,10.9
2017-11-27,Columbus,8.7
2017-11-28,Columbus,19.1
2017-11-29,Columbus,20.4
2017-11-30,Columbus,14.6
2017-12-01,Columbus,18.2
2017-12-02,Columbus,25.0
2017-12-03,Columbus,19.5
2017-12-04,Columbus,21.8
2017-12-05,Columbus,16.0
2017-12-06,Columbus,4.3
2017-12-07,Columbus,8.7
2017-12-08,Columbus,4.6
2017-12-09,Columbus,4.7
2017-12-10,Columbus,11.0
2017-12-11,Columbus,11.9
2017-12-12,Columbus,9.4
2017-12-13,Columbus,9.0
2017-12-14,Columbus,20.4
2017-12-15,Columbus,15.2
2017-12-16,Columbus,18.2
2017-12-17,Columbus,20.8
2017-12-18,Columbus,13.3
2017-12-19,Columbus,8.7
2017-12-20,Columbus,7.5
2017-12-21,Columbus,7.0
2017-12-22,Columbus,11.6
2017-12-23,Columbus,10.7
2017-12-24,Columbus,3.7
2017-12-25,Columbus,5.7
2017-12-26,Columbus,7.6
2017-12-27,Columbus,8.9
2017-12-28,Columbus,7.7
2017-12-29,Columbus,11.5
2017-12-30,Columbus,10.4
2017-12-31,Columbus,14.9
2018-01-01,Columbus,12.0
2018-01-02,Columbus,9.7
2018-01-03,Columbus,11.9
2018-01-04,Columbus,9.2
2018-01-05,Columbus,9.9
2018-01-06,Columbus,24.5
2018-01-07,Columbus,17.2
2018-01-08,Columbus,7.2
2018-01-09,Columbus,12.2
2018-01-10,Columbus,9.4
2018-01-11,Columbus,6.4
2018-01-12,Columbus,5.0
2018-01-13,Columbus,5.8
2018-01-14,Columbus,6.7
2018-01-15,Columbus,15.4
2018-01-16,Columbus,17.8
2018-01-17,Columbus,11.8
2018-01-18,Columbus,10.7
2018-01-19,Columbus,12.4
2018-01-20,Columbus,12.4
2018-01-21,Columbus,17.7
2018-01-22,Columbus,17.2
2018-01-23,Columbus,5.1
2018-01-24,Columbus,6.7
2018-01-25,Columbus,9.9
2018-01-26,Columbus,22.5
2018-01-27,Columbus,16.1
2018-01-28,Columbus,8.5
2018-01-29,Columbus,4.0
2018-01-30,Columbus,8.4
2018-01-31,Columbus,14.6
2018-02-01,Columbus,14.2
2018-02-02,Columbus,4.7
2018-02-03,Columbus,8.3
2018-02-04,Columbus,6.0
2018-02-05,Columbus,10.7
2018-02-06,Columbus,16.0
2018-02-07,Columbus,7.2
2018-02-08,Columbus,7.3
2018-02-09,Columbus,10.3
2018-02-10,Columbus,7.4
2018-02-11,Columbus,2.9
2018-02-12,Columbus,5.0
2018-02-13,Columbus,5.4
2018-02-14,Columbus,9.4
2018-02-15,Columbus,10.2
2018-02-16,Columbus,8.7
2018-02-17,Columbus,12.9
2018-02-18,Columbus,7.8
2018-02-19,Columbus,13.1
2018-02-20,Columbus,14.0
2018-02-21,Columbus,12.9
2018-02-22,Columbus,17.1
2018-02-23,Columbus,17.2
2018-02-24,Columbus,15.1
2018-02-25,Columbus,5.6
2018-02-26,Columbus,3.5
2018-02-27,Columbus,4.6
2018-02-28,Columbus,8.7
2018-03-01,Columbus,5.9
2018-03-02,Columbus,5.6
2018-03-03,Columbus,4.8
2018-03-04,Columbus,9.3
2018-03-05,Columbus,25.8
2018-03-06,Columbus,12.4
2018-03-07,Columbus,5.7
2018-03-08,Columbus,6.1
2018-03-09,Columbus,12.7
2018-03-10,Columbus,21.5
2018-03-11,Columbus,21.7
2018-03-12,Columbus,4.7
2018-03-13,Columbus,7.4
2018-03-14,Columbus,13.5
2018-03-15,Columbus,19.3
2018-03-16,Columbus,20.2
2018-03-17,Columbus,16.3
2018-03-18,Columbus,10.1
2018-03-19,Columbus,10.5
2018-03-20,Columbus,7.3
2018-03-21,Columbus,5.0
2018-03-22,Columbus,5.7
2018-03-23,Columbus,12.4
2018-03-24,Columbus,20.5
2018-03-25,Columbus,9.0
2018-03-26,Columbus,7.6
2018-03-27,Columbus,10.0
2018-03-28,Columbus,10.2
2018-03-29,Columbus,8.7
2018-03-30,Columbus,3.7
2018-03-31,Columbus,5.4
2018-04-01,Columbus,8.5
2018-04-02,Columbus,9.8
2018-04-03,Columbus,10.3
2018-04-04,Columbus,5.2
2018-04-05,Columbus,30.8
2018-04-06,Columbus,26.9
2018-04-07,Columbus,5.9
2018-04-08,Columbus,4.7
2018-04-09,Columbus,7.5
2018-04-10,Columbus,8.5
2018-04-11,Columbus,9.1
2018-04-12,Columbus,17.8
2018-04-13,Columbus,17.7
2018-04-14,Columbus,10.6
2018-04-15,Columbus,2.9
2018-04-16,Columbus,2.6
2018-04-17,Columbus,8.1
2018-04-18,Columbus,7.5
2018-04-19,Columbus,7.2
2018-04-20,Columbus,10.7
2018-04-21,Columbus,17.2
2018-04-22,Columbus,6.5
2018-04-23,Columbus,5.8
2018-04-24,Columbus,5.7
2018-04-25,Columbus,5.2
2018-04-26,Columbus,7.8
2018-04-27,Columbus,5.2
2018-04-28,Columbus,10.0
2018-04-29,Columbus,6.2
2018-04-30,Columbus,7.8
2018-05-01,Columbus,14.1
2018-05-02,Columbus,10.7
2018-05-03,Columbus,9.6
2018-05-04,Columbus,11.0
2018-05-05,Columbus,13.8
2018-05-06,Columbus,7.8
2018-05-07,Columbus,8.1
2018-05-08,Columbus,11.2
2018-05-09,Columbus,13.5
2018-05-10,Columbus,14.3
2018-05-11,Columbus,13.5
2018-05-12,Columbus,17.5
2018-05-13,Columbus,15.7
2018-05-14,Columbus,17.8
