"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2013","AQS","530330017","4","4.7","ug/m3 LC","20","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/02/2013","AQS","530330017","4","2.8","ug/m3 LC","12","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/03/2013","AQS","530330017","4","3.2","ug/m3 LC","13","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/04/2013","AQS","530330017","4","4.3","ug/m3 LC","18","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/05/2013","AQS","530330017","4","5.3","ug/m3 LC","22","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/06/2013","AQS","530330017","4","3.2","ug/m3 LC","13","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/07/2013","AQS","530330017","4","1.7","ug/m3 LC","7","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/08/2013","AQS","530330017","4","2.2","ug/m3 LC","9","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/09/2013","AQS","530330017","4","2.2","ug/m3 LC","9","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/10/2013","AQS","530330017","4","8.4","ug/m3 LC","35","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/11/2013","AQS","530330017","4","13.8","ug/m3 LC","55","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/12/2013","AQS","530330017","4","10.4","ug/m3 LC","43","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/13/2013","AQS","530330017","4","10.1","ug/m3 LC","42","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/14/2013","AQS","530330017","4","14","ug/m3 LC","55","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
"01/15/2013","AQS","530330017","4","18.3","ug/m3 LC","64","NORTH BEND - NORTH BEND WAY","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.49022","-121.77278"
