,ride_id,is_start,pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,taxi_id,driver_id
0,1228,True,1577904560000,0,-73.867676,40.759323,-73.86408,40.763897,3,2013000194,2013000194
1,527,True,1577890540000,0,-73.857086,40.772793,-73.807335,40.836117,3,2013000122,2013000122
2,394,True,1577887880000,0,-73.84432,40.789043,-73.76595,40.88879,3,2013000102,2013000102
3,1366,True,1577907320000,0,-73.860565,40.76837,-73.81943,40.82073,3,2013000059,2013000059
4,1085,True,1577901700000,0,-73.83121,40.805737,-73.78256,40.86765,3,2013000064,2013000064
5,1291,True,1577905820000,0,-73.77802,40.87343,-73.83882,40.796047,3,2013000161,2013000161
6,168,True,1577883360000,0,-73.79608,40.850437,-73.79062,40.857395,3,2013000111,2013000111
7,509,True,1577890180000,0,-73.85935,40.769917,-73.71694,40.95116,3,2013000124,2013000124
8,1076,True,1577901520000,0,-73.826836,40.811302,-73.80466,40.839523,3,2013000034,2013000034
9,671,True,1577893420000,0,-73.74232,40.91887,-73.80958,40.833263,3,2013000043,2013000043
10,920,True,1577898400000,0,-73.764114,40.89113,-73.75281,40.905514,3,2013000026,2013000026
11,1272,True,1577905440000,0,-73.861015,40.7678,-73.73346,40.930138,3,2013000101,2013000101
12,368,True,1577887360000,0,-73.77365,40.87899,-73.77063,40.882835,3,2013000063,2013000063
13,34,True,1577880680000,0,-73.79324,40.85405,-73.84887,40.78326,3,2013000126,2013000126
14,973,True,1577899460000,0,-73.86842,40.75837,-73.85028,40.78146,3,2013000197,2013000197
15,561,True,1577891220000,0,-73.8609,40.76794,-73.77363,40.879017,3,2013000075,2013000075
16,646,True,1577892920000,0,-73.79627,40.8502,-73.86463,40.763195,3,2013000022,2013000022
17,610,True,1577892200000,0,-73.9697,40.62947,-73.771515,40.88171,2,2013000043,2013000043
18,675,True,1577893500000,0,-73.764244,40.890965,-73.762886,40.89269,3,2013000163,2013000163
19,1070,True,1577901400000,0,-73.87079,40.75536,-73.7883,40.860348,3,2013000196,2013000196
20,792,True,1577895840000,0,-73.80564,40.838276,-73.84198,40.792027,3,2013000096,2013000096
21,1208,True,1577904160000,0,-73.83114,40.80582,-73.85812,40.77148,3,2013000065,2013000065
22,555,True,1577891100000,0,-73.78692,40.862103,-73.795845,40.850742,3,2013000038,2013000038
23,1384,True,1577907680000,0,-73.858665,40.77079,-73.80195,40.842976,3,2013000039,2013000039
24,232,True,1577884640000,0,-73.83801,40.797077,-73.82765,40.810257,3,2013000146,2013000146
25,1240,True,1577904800000,0,-73.784,40.865818,-73.85301,40.77798,3,2013000083,2013000083
26,863,True,1577897260000,0,-73.78244,40.867798,-73.75206,40.906467,3,2013000008,2013000008
27,500,True,1577890000000,0,-73.7821,40.868244,-73.962105,40.639137,3,2013000095,2013000095
28,1320,True,1577906400000,0,-73.826706,40.811466,-73.82185,40.817635,3,2013000004,2013000004
29,332,True,1577886640000,0,-73.80975,40.833046,-73.81471,40.82673,3,2013000161,2013000161
30,674,True,1577893480000,0,-73.75266,40.9057,-73.82377,40.8152,3,2013000137,2013000137
31,834,True,1577896680000,0,-73.84198,40.792027,-73.870125,40.756207,3,2013000084,2013000084
32,849,True,1577896980000,0,-73.86955,40.75694,-73.766785,40.88773,3,2013000152,2013000152
33,884,True,1577897680000,0,-73.85126,40.780216,-73.861755,40.766853,3,2013000047,2013000047
34,1363,True,1577907260000,0,-73.75039,40.908596,-73.83113,40.805832,3,2013000183,2013000183
35,901,True,1577898020000,0,-73.82818,40.809593,-73.822105,40.817314,3,2013000158,2013000158
36,566,True,1577891320000,0,-73.85471,40.77582,-73.79395,40.853153,3,2013000101,2013000101
37,301,True,1577886020000,0,-73.76221,40.89355,-73.76071,40.89546,3,2013000168,2013000168
38,319,True,1577886380000,0,-73.77138,40.881878,-73.78443,40.865273,3,2013000109,2013000109
39,148,True,1577882960000,0,-73.7584,40.898396,-73.889084,40.73208,3,2013000183,2013000183
40,702,True,1577894040000,0,-73.81908,40.821175,-73.85262,40.77848,3,2013000035,2013000035
41,406,True,1577888120000,0,-73.82207,40.817364,-73.90875,40.70704,3,2013000191,2013000191
42,911,True,1577898220000,0,-73.83265,40.8039,-73.83566,40.800068,3,2013000111,2013000111
43,836,True,1577896720000,0,-73.83796,40.797142,-73.77022,40.883358,3,2013000038,2013000038
44,612,True,1577892240000,0,-73.80262,40.842125,-73.87252,40.75316,3,2013000196,2013000196
45,21,True,1577880420000,0,-73.777954,40.873516,-73.83539,40.80041,3,2013000078,2013000078
46,1313,True,1577906260000,0,-73.866165,40.76124,-73.72712,40.938206,3,2013000025,2013000025
47,170,True,1577883400000,0,-73.90522,40.711544,-73.78515,40.86436,2,2013000060,2013000060
48,782,True,1577895640000,0,-73.78769,40.861122,-73.80585,40.83801,3,2013000156,2013000156
49,466,True,1577889320000,0,-73.88069,40.742756,-73.813576,40.82817,2,2013000124,2013000124
50,798,True,1577895960000,0,-73.77545,40.8767,-73.843544,40.790035,3,2013000147,2013000147
51,966,True,1577899320000,0,-73.84724,40.78533,-73.747826,40.911858,3,2013000116,2013000116
52,133,True,1577882660000,0,-73.77646,40.875412,-73.83832,40.796688,3,2013000017,2013000017
53,297,True,1577885940000,0,-73.82823,40.809525,-73.83272,40.80381,3,2013000066,2013000066
54,1243,True,1577904860000,0,-73.72491,40.941025,-73.80512,40.838932,3,2013000058,2013000058
55,1287,True,1577905740000,0,-73.86757,40.759457,-73.79145,40.85633,3,2013000059,2013000059
56,1146,True,1577902920000,0,-73.73861,40.923584,-73.82172,40.817814,3,2013000120,2013000120
57,441,True,1577888820000,0,-73.78395,40.865883,-73.8203,40.81962,3,2013000187,2013000187
58,1104,True,1577902080000,0,-73.902306,40.715244,-73.73861,40.923584,2,2013000149,2013000149
59,590,True,1577891800000,0,-73.7589,40.89776,-73.873726,40.751625,3,2013000132,2013000132
60,763,True,1577895260000,0,-73.855316,40.775047,-73.858574,40.7709,3,2013000194,2013000194
61,571,True,1577891420000,0,-73.86526,40.7624,-73.83985,40.79474,3,2013000029,2013000029
62,216,True,1577884320000,0,-73.84734,40.785202,-73.76187,40.89398,3,2013000120,2013000120
63,1269,True,1577905380000,0,-73.73961,40.922314,-73.76147,40.894493,3,2013000024,2013000024
64,282,True,1577885640000,0,-73.84641,40.78638,-73.78333,40.866665,3,2013000163,2013000163
65,1160,True,1577903200000,0,-73.72448,40.941574,-73.727036,40.938313,3,2013000057,2013000057
66,129,True,1577882580000,0,-73.80526,40.838757,-73.8432,40.790466,3,2013000115,2013000115
67,1109,True,1577902180000,0,-73.84668,40.786045,-73.81657,40.824368,3,2013000077,2013000077
68,883,True,1577897660000,0,-73.76844,40.885624,-73.75888,40.89779,3,2013000119,2013000119
69,547,True,1577890940000,0,-73.801285,40.843815,-73.85418,40.776497,3,2013000033,2013000033
70,701,True,1577894020000,0,-73.814224,40.82735,-73.84802,40.78433,3,2013000112,2013000112
71,1201,True,1577904020000,0,-73.86867,40.758057,-73.72491,40.941025,3,2013000087,2013000087
72,12,True,1577880240000,0,-73.809715,40.833088,-73.80438,40.839874,3,2013000066,2013000066
73,503,True,1577890060000,0,-73.82962,40.80776,-73.77979,40.87117,3,2013000069,2013000069
74,983,True,1577899660000,0,-73.76387,40.891438,-73.871704,40.754192,3,2013000133,2013000133
75,1238,True,1577904760000,0,-73.77522,40.87699,-73.7382,40.924114,3,2013000130,2013000130
76,1296,True,1577905920000,0,-73.81727,40.82347,-73.839264,40.79548,3,2013000173,2013000173
77,559,True,1577891180000,0,-73.78807,40.860638,-73.806595,40.83706,3,2013000140,2013000140
78,894,True,1577897880000,0,-73.85512,40.77531,-73.80927,40.833656,3,2013000000,2013000000
79,50,True,1577881000000,0,-73.77441,40.87803,-73.765594,40.889244,3,2013000117,2013000117
80,190,True,1577883800000,0,-73.889084,40.73208,-73.83801,40.797077,2,2013000153,2013000153
81,967,True,1577899340000,0,-73.80097,40.84422,-73.793106,40.854233,3,2013000142,2013000142
82,1119,True,1577902380000,0,-73.84988,40.78198,-73.79763,40.848465,3,2013000030,2013000030
83,580,True,1577891600000,0,-73.75212,40.906395,-73.90422,40.71281,3,2013000178,2013000178
84,482,True,1577889640000,0,-73.8713,40.75471,-73.858376,40.771164,3,2013000150,2013000150
85,593,True,1577891860000,0,-73.78097,40.86968,-73.832375,40.804253,3,2013000093,2013000093
86,631,True,1577892620000,0,-73.85071,40.78092,-73.864174,40.76378,3,2013000162,2013000162
87,680,True,1577893600000,0,-73.84853,40.783684,-73.84479,40.78845,3,2013000193,2013000193
88,892,True,1577897840000,0,-73.82001,40.81999,-73.80377,40.840652,3,2013000051,2013000051
89,212,True,1577884240000,0,-73.78515,40.86436,-73.830246,40.80696,3,2013000018,2013000018
90,1311,True,1577906220000,0,-73.76147,40.894493,-73.84152,40.79261,3,2013000054,2013000054
91,1098,True,1577901960000,0,-73.817696,40.822933,-73.85785,40.771824,3,2013000111,2013000111
92,1362,True,1577907240000,0,-73.82185,40.817635,-73.865326,40.76231,3,2013000157,2013000157
93,1206,True,1577904120000,0,-73.83531,40.800514,-73.743515,40.917343,3,2013000112,2013000112
94,685,True,1577893700000,0,-73.906456,40.70996,-73.841255,40.792953,2,2013000120,2013000120
95,200,True,1577884000000,0,-73.8161,40.82496,-73.82098,40.81876,3,2013000129,2013000129
96,516,True,1577890320000,0,-73.810974,40.831486,-73.84016,40.794342,3,2013000143,2013000143
97,691,True,1577893820000,0,-73.851974,40.779305,-73.79754,40.84859,3,2013000154,2013000154
98,1378,True,1577907560000,0,-73.76584,40.888927,-73.82923,40.808254,3,2013000184,2013000184
99,423,True,1577888460000,0,-73.71421,40.954636,-73.768616,40.8854,3,2013000043,2013000043
100,141,True,1577882820000,0,-73.81538,40.825886,-73.82024,40.819702,3,2013000021,2013000021
101,313,True,1577886260000,0,-73.86682,40.76041,-73.792465,40.855045,3,2013000057,2013000057
102,337,True,1577886740000,0,-73.84527,40.787838,-73.77061,40.88286,3,2013000071,2013000071
103,1249,True,1577904980000,0,-73.75834,40.89848,-73.77802,40.87343,3,2013000131,2013000131
104,300,True,1577886000000,0,-73.80416,40.84016,-73.798965,40.84677,3,2013000143,2013000143
105,183,True,1577883660000,0,-73.82024,40.819702,-73.946884,40.658516,3,2013000175,2013000175
106,360,True,1577887200000,0,-73.760216,40.896084,-73.86724,40.759876,3,2013000076,2013000076
107,369,True,1577887380000,0,-73.766945,40.88752,-73.78052,40.870247,3,2013000088,2013000088
108,250,True,1577885000000,0,-73.85081,40.78079,-73.961945,40.63935,3,2013000086,2013000086
109,668,True,1577893360000,0,-73.7899,40.858307,-73.74345,40.917427,3,2013000069,2013000069
110,1121,True,1577902420000,0,-73.81047,40.832127,-73.790016,40.858162,3,2013000001,2013000001
111,293,True,1577885860000,0,-73.85447,40.776134,-73.76397,40.891308,3,2013000164,2013000164
112,91,True,1577881820000,0,-73.760345,40.89592,-73.77646,40.875412,3,2013000165,2013000165
113,882,True,1577897640000,0,-73.84743,40.785088,-73.812935,40.828995,3,2013000093,2013000093
114,138,True,1577882760000,0,-73.76295,40.892616,-73.86676,40.76049,3,2013000042,2013000042
115,614,True,1577892280000,0,-73.788376,40.860252,-73.77676,40.87504,3,2013000145,2013000145
116,342,True,1577886840000,0,-73.798965,40.84677,-73.848976,40.783123,3,2013000096,2013000096
117,433,True,1577888660000,0,-74.012955,40.574425,-73.766174,40.8885,2,2013000183,2013000183
118,1106,True,1577902120000,0,-73.78887,40.85962,-73.729095,40.935696,3,2013000098,2013000098
119,640,True,1577892800000,0,-73.784966,40.864582,-73.82874,40.808876,3,2013000171,2013000171
120,333,True,1577886660000,0,-73.8548,40.775715,-73.85989,40.769226,3,2013000186,2013000186
121,392,True,1577887840000,0,-73.76542,40.889465,-73.76527,40.889656,3,2013000153,2013000153
122,887,True,1577897740000,0,-73.807014,40.83653,-73.75211,40.9064,3,2013000021,2013000021
123,192,True,1577883840000,0,-73.77455,40.877842,-73.83897,40.795856,3,2013000124,2013000124
124,927,True,1577898540000,0,-73.8564,40.773678,-73.79511,40.851677,3,2013000102,2013000102
125,772,True,1577895440000,0,-73.793884,40.853233,-73.82173,40.8178,3,2013000003,2013000003
126,1186,True,1577903720000,0,-73.82663,40.811565,-73.867676,40.759323,3,2013000019,2013000019
127,1031,True,1577900620000,0,-73.78021,40.870636,-73.82121,40.818462,3,2013000199,2013000199
128,749,True,1577894980000,0,-73.83844,40.79653,-73.7545,40.903366,3,2013000156,2013000156
129,923,True,1577898460000,0,-73.76352,40.891884,-73.78099,40.869648,3,2013000000,2013000000
130,1012,True,1577900240000,0,-73.834984,40.80093,-73.845375,40.787704,3,2013000176,2013000176
131,663,True,1577893260000,0,-73.84531,40.78779,-73.776726,40.875076,3,2013000039,2013000039
132,824,True,1577896480000,0,-73.80585,40.83801,-73.75811,40.898766,3,2013000114,2013000114
133,1,True,1577880020000,0,-73.76764,40.88664,-73.843834,40.78967,3,2013000185,2013000185
134,669,True,1577893380000,0,-73.84047,40.793945,-73.80371,40.84073,3,2013000094,2013000094
135,1125,True,1577902500000,0,-73.87152,40.754425,-73.95817,40.644154,3,2013000103,2013000103
136,270,True,1577885400000,0,-73.76313,40.89238,-73.859604,40.769592,3,2013000074,2013000074
137,523,True,1577890460000,0,-73.82331,40.815784,-73.76536,40.88954,3,2013000020,2013000020
138,220,True,1577884400000,0,-73.80591,40.837933,-73.837524,40.7977,3,2013000022,2013000022
139,1023,True,1577900460000,0,-73.776695,40.87511,-73.83957,40.795097,3,2013000155,2013000155
140,1276,True,1577905520000,0,-73.82451,40.814255,-73.83119,40.805756,3,2013000003,2013000003
141,560,True,1577891200000,0,-73.821686,40.817856,-73.83204,40.80468,3,2013000050,2013000050
142,540,True,1577890800000,0,-73.77518,40.877045,-73.82291,40.816303,3,2013000139,2013000139
143,207,True,1577884140000,0,-73.81589,40.825237,-73.77954,40.871494,3,2013000005,2013000005
144,1168,True,1577903360000,0,-73.73995,40.92188,-73.85282,40.77823,3,2013000043,2013000043
145,327,True,1577886540000,0,-73.83202,40.804695,-73.766945,40.88752,3,2013000131,2013000131
146,64,True,1577881280000,0,-73.857544,40.772217,-73.753365,40.90481,3,2013000195,2013000195
147,1038,True,1577900760000,0,-73.731705,40.932373,-73.86049,40.768463,3,2013000178,2013000178
148,564,True,1577891280000,0,-73.74805,40.91158,-73.85068,40.780956,3,2013000152,2013000152
149,55,True,1577881100000,0,-73.75628,40.901096,-73.79724,40.84896,3,2013000045,2013000045
150,888,True,1577897760000,0,-73.753006,40.905262,-73.84353,40.790054,3,2013000149,2013000149
151,437,True,1577888740000,0,-73.803444,40.84107,-73.84765,40.784813,3,2013000085,2013000085
152,274,True,1577885480000,0,-73.82765,40.810257,-73.771194,40.88211,3,2013000159,2013000159
153,395,True,1577887900000,0,-73.79842,40.847458,-73.803444,40.84107,3,2013000127,2013000127
154,161,True,1577883220000,0,-73.84751,40.78499,-73.76552,40.889336,3,2013000132,2013000132
155,910,True,1577898200000,0,-73.78045,40.870335,-74.00915,40.579266,3,2013000085,2013000085
156,985,True,1577899700000,0,-73.76923,40.88461,-73.80221,40.842644,3,2013000086,2013000086
157,604,True,1577892080000,0,-73.827614,40.810307,-73.79627,40.8502,3,2013000174,2013000174
158,1141,True,1577902820000,0,-73.82207,40.817368,-73.80436,40.839905,3,2013000094,2013000094
159,1323,True,1577906460000,0,-73.862366,40.766075,-73.74247,40.918674,3,2013000178,2013000178
160,718,True,1577894360000,0,-73.85271,40.778374,-73.81359,40.82815,3,2013000061,2013000061
161,185,True,1577883700000,0,-73.82495,40.813698,-73.78488,40.8647,3,2013000128,2013000128
162,242,True,1577884840000,0,-73.82098,40.81876,-73.84195,40.79206,3,2013000082,2013000082
163,415,True,1577888300000,0,-73.80831,40.83488,-73.76364,40.891724,3,2013000021,2013000021
164,485,True,1577889700000,0,-73.815475,40.825752,-73.857086,40.772793,3,2013000129,2013000129
165,990,True,1577899800000,0,-73.82446,40.814316,-73.83552,40.80025,3,2013000112,2013000112
166,180,True,1577883600000,0,-73.86676,40.76049,-73.779755,40.87122,3,2013000000,2013000000
167,1322,True,1577906440000,0,-73.854126,40.77657,-73.816605,40.824318,3,2013000153,2013000153
168,582,True,1577891640000,0,-73.82291,40.816303,-73.76618,40.888496,3,2013000127,2013000127
169,1016,True,1577900320000,0,-73.84592,40.787014,-73.863396,40.764767,3,2013000078,2013000078
170,1274,True,1577905480000,0,-73.81916,40.82107,-73.739075,40.922997,3,2013000050,2013000050
171,1316,True,1577906320000,0,-73.739075,40.922997,-73.83206,40.804646,3,2013000102,2013000102
172,1397,True,1577907940000,0,-73.84857,40.783634,-73.85498,40.775482,3,2013000154,2013000154
173,361,True,1577887220000,0,-73.78443,40.865273,-73.81799,40.822556,3,2013000101,2013000101
174,223,True,1577884460000,0,-73.75928,40.89728,-73.78511,40.864407,3,2013000197,2013000197
175,576,True,1577891520000,0,-73.85421,40.77646,-73.78697,40.86203,3,2013000076,2013000076
176,1020,True,1577900400000,0,-73.750946,40.90789,-73.77031,40.883244,3,2013000181,2013000181
177,541,True,1577890820000,0,-73.742355,40.918816,-73.75887,40.8978,3,2013000164,2013000164
178,1377,True,1577907540000,0,-73.855,40.77545,-73.86213,40.766376,3,2013000060,2013000060
179,1242,True,1577904840000,0,-73.80408,40.840263,-73.84977,40.782116,3,2013000032,2013000032
180,391,True,1577887820000,0,-73.789154,40.85926,-74.012955,40.574425,3,2013000025,2013000025
181,307,True,1577886140000,0,-73.78023,40.870617,-73.83648,40.799026,3,2013000002,2013000002
182,1346,True,1577906920000,0,-73.86818,40.75868,-73.82591,40.812473,3,2013000166,2013000166
183,733,True,1577894660000,0,-73.79754,40.84859,-73.842575,40.791264,3,2013000129,2013000129
184,794,True,1577895880000,0,-73.869026,40.757603,-73.83796,40.797142,3,2013000045,2013000045
185,1149,True,1577902980000,0,-73.77282,40.880047,-73.85836,40.77118,3,2013000099,2013000099
186,429,True,1577888580000,0,-73.82254,40.81677,-73.827126,40.81093,3,2013000098,2013000098
187,201,True,1577884020000,0,-73.86056,40.76838,-73.86704,40.76013,3,2013000154,2013000154
188,986,True,1577899720000,0,-73.85537,40.774982,-73.724945,40.94098,3,2013000010,2013000010
189,570,True,1577891400000,0,-73.82655,40.81166,-73.80262,40.842125,3,2013000003,2013000003
190,1280,True,1577905600000,0,-73.7382,40.924114,-73.854126,40.77657,3,2013000182,2013000182
191,453,True,1577889060000,0,-73.840485,40.79393,-73.81055,40.832027,3,2013000111,2013000111
192,632,True,1577892640000,0,-73.873726,40.751625,-73.75266,40.9057,3,2013000089,2013000089
193,134,True,1577882680000,0,-73.85064,40.781002,-73.81693,40.8239,3,2013000140,2013000140
194,103,True,1577882060000,0,-73.73176,40.93231,-73.91394,40.700443,3,2013000089,2013000089
195,449,True,1577888980000,0,-73.8431,40.7906,-73.77561,40.876495,3,2013000009,2013000009
196,779,True,1577895580000,0,-73.83865,40.796257,-73.83001,40.80726,3,2013000079,2013000079
197,732,True,1577894640000,0,-73.74111,40.920403,-73.78507,40.864456,3,2013000104,2013000104
198,1225,True,1577904500000,0,-73.72589,40.939774,-73.73177,40.93229,3,2013000117,2013000117
199,567,True,1577891340000,0,-73.81301,40.828896,-73.73482,40.928413,3,2013000127,2013000127
200,48,True,1577880960000,0,-73.87163,40.754288,-73.77068,40.882763,3,2013000168,2013000168
201,1212,True,1577904240000,0,-73.85589,40.774326,-73.82941,40.808025,3,2013000168,2013000168
202,1379,True,1577907580000,0,-73.73899,40.923096,-73.86639,40.76096,3,2013000009,2013000009
203,1299,True,1577905980000,0,-73.74585,40.914375,-73.77581,40.876244,3,2013000148,2013000148
204,49,True,1577880980000,0,-73.8498,40.782078,-73.760345,40.89592,3,2013000194,2013000194
205,756,True,1577895120000,0,-73.75817,40.898693,-73.77545,40.8767,3,2013000117,2013000117
206,281,True,1577885620000,0,-73.78918,40.859226,-73.76049,40.895737,3,2013000040,2013000040
207,1035,True,1577900700000,0,-73.866905,40.760307,-73.751045,40.907757,3,2013000102,2013000102
208,259,True,1577885180000,0,-73.794136,40.85292,-73.76221,40.89355,3,2013000193,2013000193
209,11,True,1577880220000,0,-73.763145,40.89236,-73.831,40.805996,3,2013000138,2013000138
210,1390,True,1577907800000,0,-73.74815,40.91144,-73.76439,40.890774,3,2013000090,2013000090
211,399,True,1577887980000,0,-73.859245,40.770046,-73.78395,40.865883,3,2013000029,2013000029
212,816,True,1577896320000,0,-73.78136,40.869183,-73.83106,40.80592,3,2013000109,2013000109
213,3,True,1577880060000,0,-73.86453,40.763325,-73.84797,40.7844,3,2013000134,2013000134
214,1058,True,1577901160000,0,-73.863396,40.764767,-73.82331,40.81579,3,2013000089,2013000089
215,914,True,1577898280000,0,-73.8527,40.778378,-73.79809,40.84789,3,2013000170,2013000170
216,785,True,1577895700000,0,-73.854454,40.77615,-73.74986,40.909267,3,2013000117,2013000117
217,799,True,1577895980000,0,-73.83006,40.807198,-73.88796,40.733505,3,2013000173,2013000173
218,181,True,1577883620000,0,-73.85661,40.7734,-73.75928,40.89728,3,2013000026,2013000026
219,35,True,1577880700000,0,-73.75324,40.90496,-73.80322,40.841354,3,2013000152,2013000152
220,1123,True,1577902460000,0,-73.86721,40.75992,-73.78195,40.868427,3,2013000150,2013000150
221,1221,True,1577904420000,0,-73.847496,40.785004,-73.81041,40.832207,3,2013000015,2013000015
222,1367,True,1577907340000,0,-73.85589,40.774323,-73.85846,40.77105,3,2013000085,2013000085
223,767,True,1577895340000,0,-73.82528,40.813282,-73.76377,40.891567,3,2013000096,2013000096
224,751,True,1577895020000,0,-73.73914,40.922913,-73.750595,40.90833,3,2013000105,2013000105
225,428,True,1577888560000,0,-73.77613,40.875828,-73.78013,40.87075,3,2013000073,2013000073
226,284,True,1577885680000,0,-73.84195,40.79206,-73.89056,40.7302,3,2013000117,2013000117
227,978,True,1577899560000,0,-73.81456,40.826923,-73.750946,40.90789,3,2013000005,2013000005
228,102,True,1577882040000,0,-73.8445,40.788815,-73.8377,40.797474,3,2013000063,2013000063
229,472,True,1577889440000,0,-73.784485,40.865196,-73.80511,40.83895,3,2013000179,2013000179
230,871,True,1577897420000,0,-73.754906,40.902843,-73.76872,40.885265,3,2013000030,2013000030
231,213,True,1577884260000,0,-73.757484,40.89956,-73.82042,40.819466,3,2013000043,2013000043
232,357,True,1577887140000,0,-73.94504,40.660866,-73.859245,40.770046,2,2013000199,2013000199
233,1073,True,1577901460000,0,-73.82121,40.818462,-73.843056,40.790653,3,2013000157,2013000157
234,683,True,1577893660000,0,-73.87076,40.755394,-73.79034,40.857758,3,2013000167,2013000167
235,96,True,1577881920000,0,-73.7518,40.906803,-73.76295,40.892616,3,2013000012,2013000012
236,1319,True,1577906380000,0,-73.7674,40.88694,-73.82422,40.81463,3,2013000076,2013000076
237,710,True,1577894200000,0,-73.74345,40.917427,-73.85642,40.773647,3,2013000057,2013000057
238,1039,True,1577900780000,0,-73.81546,40.825775,-73.857956,40.771694,3,2013000004,2013000004
239,32,True,1577880640000,0,-73.79088,40.857063,-73.85308,40.7779,3,2013000177,2013000177
240,949,True,1577898980000,0,-73.7496,40.90959,-73.86855,40.75821,3,2013000166,2013000166
241,692,True,1577893840000,0,-73.81382,40.82787,-73.836975,40.798397,3,2013000082,2013000082
242,777,True,1577895540000,0,-73.83854,40.796406,-73.83436,40.801723,3,2013000130,2013000130
243,1017,True,1577900340000,0,-73.93497,40.673676,-73.85519,40.775215,2,2013000104,2013000104
244,70,True,1577881400000,0,-73.761024,40.895058,-73.83181,40.804974,3,2013000046,2013000046
245,778,True,1577895560000,0,-73.787895,40.860863,-73.913376,40.701157,3,2013000054,2013000054
246,1057,True,1577901140000,0,-73.73194,40.93207,-73.85576,40.774494,3,2013000166,2013000166
247,1211,True,1577904220000,0,-73.86464,40.763184,-73.816345,40.824646,3,2013000040,2013000040
248,765,True,1577895300000,0,-73.85166,40.779705,-73.75831,40.898518,3,2013000147,2013000147
249,20,True,1577880400000,0,-73.82921,40.808277,-73.78526,40.864212,3,2013000053,2013000053
250,30,True,1577880600000,0,-73.8246,40.81414,-73.757164,40.899975,3,2013000006,2013000006
251,380,True,1577887600000,0,-73.765594,40.889244,-73.85913,40.770195,3,2013000169,2013000169
252,471,True,1577889420000,0,-73.827126,40.81093,-73.82799,40.809834,3,2013000051,2013000051
253,1147,True,1577902940000,0,-73.76249,40.893196,-73.745865,40.914356,3,2013000146,2013000146
