,ride_id,pickup_datetime,pickup_longitude,dropoff_longitude,pickup_latitude,dropoff_latitude,passenger_count,taxi_id,driver_id,distance,pickup_distance_to_jfk,dropoff_distance_to_jfk,pickup_distance_to_ewr,dropoff_distance_to_ewr,pickup_distance_to_lgr,dropoff_distance_to_lgr,year,weekday,hour
0,9e68bedf5543e631ae5913e4f1582aae,1592984700000,-73.36097,-73.90945,41.32026,41.67243,3,161,153,37.38622917035813,51.71150050950726,71.57109331415384,60.81614960623898,69.29831882021676,46.087372482501074,61.9025623646218,2020,2,7
1,2b4ccdbf3227b7ee69570987a3a13292,1578172300000,-72.89369,-73.73435,40.56219,40.56483,4,34,148,44.12578462820915,46.71611515193128,5.760495207813189,67.73896228973375,24.636067398084304,53.47277731420191,16.378562929311045,2020,5,21
2,3ea79ec54a53315835f1409fce08dae5,1598876300000,-73.3931,-73.92265,41.70746,40.63226,3,163,133,79.22991794435893,76.33699550223895,7.6046959885678325,81.22202401100508,13.779884717998472,68.97884040641235,10.313417206702239,2020,0,12
3,cd44a15a227ecbdafadf2fe96d2abce8,1586180900000,-74.00832,-74.00135,41.45902,41.74677,2,57,28,19.88486524391564,57.7583479332126,77.25740844850658,53.86862249850864,73.60245363260198,47.64569203873403,67.3371514411028,2020,0,13
4,abf4265bc0d16ea15c1ecc2f4200d806,1591487300000,-73.35522,-72.98109,41.48516,41.11893,2,137,6,31.89680776829447,62.32799111610505,53.127891182889435,69.58752051573073,69.02292306226218,55.889199738482986,52.24746017017908,2020,5,23
5,b74dab9987fc7ce8bad863db380201e8,1600254200000,-74.2374,-74.24845,41.60379,41.07191,3,96,13,36.75382825411362,70.66759462507856,38.59219145074224,63.25604407372355,26.70289275040307,60.175779409924324,28.2419072362313,2020,2,11
6,e49712cfdd3c687860d3fa9827f55862,1606350000000,-74.25628,-73.34434,40.53903,41.69323,2,76,148,92.8049412030502,26.06532592791884,76.10211573228234,11.246545796500973,81.68505795963655,25.91534048020534,69.03457931243418,2020,3,0
7,8867b363cc5da3f1b6734c4c7de2b356,1603177600000,-73.801,-74.32776,40.76153,41.34033,2,123,22,48.50365889563516,8.39324760103622,56.16443068556897,20.1804701622873,45.67230624162518,3.964781385555979,45.54493424079837,2020,1,7
8,c9df4dcc9cf1f0c171646ceec985afe5,1597879200000,-74.43859,-73.50978,40.93993,41.10669,4,157,163,49.76787190409362,40.2426488300944,35.07815553833969,22.138256656812118,45.12243918996437,31.581015028182772,29.674217815342416,2020,2,23
9,dd21adb70bf73e10e7f190bdc14fe0df,1590010800000,-73.79134,-74.3497,41.72289,41.54016,1,177,94,31.477974689683386,74.73382056355882,68.86919363977988,74.12608605809123,59.4782344276891,65.50247859953396,58.25313184848686,2020,2,21
10,3143c64bb76cf66854aa4ef06befe70f,1580374200000,-73.29689,-73.81431,41.66206,40.89939,1,185,196,59.148467815054396,74.8388566450113,17.93267525991428,81.2306269718768,23.775581867044707,68.11688279809742,9.020090068916808,2020,3,8
11,c4b38132b43ba3c81b6c6446af5b7b02,1591909200000,-73.07392,-73.95278,41.53696,41.60659,4,184,51,45.68249718436229,71.93219177592455,67.31186120553431,81.91839688724805,64.40620930648082,67.0077938188257,57.47218053309755,2020,3,21
12,d3f7a0b464456c8665bc8441465000a8,1595230600000,-72.84108,-73.87906,40.72126,41.2528,4,123,157,65.41750190172148,49.40641024734241,42.57781327400075,69.8753866794837,41.86082255057612,54.20273710125347,32.882571501913546,2020,0,7
13,0e6bafa9fb2c9d54e4cb38b7d112e4dc,1579864100000,-74.33433,-73.04152,41.66603,41.58176,2,161,108,67.02471908018494,76.48662267220176,75.44863235040054,67.98170894153178,85.30172958584932,65.92639823612417,70.4739378776368,2020,4,11
14,277cce735fce8f0b3426f35820b85796,1588249900000,-72.94602,-73.23984,41.54682,41.4226,3,183,126,17.46284577709327,76.10209058050056,60.836804266459694,87.1630020140187,70.26308733405418,71.83166437216917,55.50264483277781,2020,3,12
15,3455129cbc2618a2a851eadececa1c27,1582760200000,-72.96024,-73.5677,41.35166,41.23022,2,178,57,32.63308785335896,65.02217425750133,42.146346108496054,78.09995100670771,48.971179609063064,61.99116787963905,35.15830104473518,2020,2,23
16,6eddb14fc1fe0a856a3c8598b0544ddd,1609845100000,-74.03917,-73.44813,40.96961,41.67524,2,148,181,57.59786297955057,26.47615866808286,73.47142223048115,20.606381703966026,77.88000979538498,15.866782090325291,65.89640864456692,2021,1,11
17,1d42a9ba3abc2d7185d75d9fd6e342b5,1579113600000,-74.43257,-74.11106,41.46317,41.18049,1,148,132,25.686508358643245,66.23741408253254,41.11143789114727,55.11941414049035,34.08535788711383,55.620029497224124,30.504091582585744,2020,2,18
18,4d460ca4c431deff235a740c21e5597e,1581679300000,-73.89954,-73.44162,41.01248,41.14482,4,76,108,25.542611679618485,26.42028620552483,38.97672374954896,26.542339298786136,49.53613210951193,16.33157187530924,33.9877208105156,2020,4,11
19,821e311940bad2e74cd714a0bd1df956,1586932500000,-73.87347,-73.46123,41.75045,40.69914,2,78,162,75.73144016650706,76.79507908439221,17.07981538512558,74.95529430205579,37.371543809445136,67.26581218833012,22.267243974590958,2020,2,6
20,0f486ee14e1b661f328f0e2294516ad6,1607297100000,-73.30197,-72.80119,40.79642,40.97041,2,123,24,28.789473781531473,27.139481185143463,55.92251546296901,46.26875054019824,74.37250075326412,29.95539548368821,57.62141386472683,2020,6,23
21,678f3e7bc1d844ace4140ee2e51e9a00,1604253400000,-73.21245,-73.85154,41.6322,41.0258,4,120,142,53.431443685846396,74.52334683923914,26.842356523594763,82.13799222633725,28.718503256573737,68.3728066156401,17.23728181321797,2020,6,17
22,f68e1da68063711bffb8610967e3cebd,1595453900000,-73.0366,-73.27552,41.27102,41.10777,4,156,99,16.779453896760174,58.2241141864536,41.57149586360453,71.67366531340149,55.13086689580259,55.415654290751704,38.70723659222543,2020,2,21
23,5cfc6d141492d53b035fec163fe213ad,1590811700000,-74.43706,-73.75673,40.67601,41.11779,1,69,142,46.84206627173217,34.62215109171616,32.94120065410885,13.788517263144735,36.76467198981246,30.295326165614107,24.335325026290384,2020,5,4
24,3fd4ef2a7d1e72c517194a9328a94f9d,1585604500000,-72.92918,-73.94639,40.68438,41.58794,1,102,107,81.84857815293219,44.59222063761462,65.99051063225477,65.24558059785495,63.20077873232431,49.879876687809436,56.16373653539142,2020,0,21
25,916d633a9f1b61436cfdc483f50b0e0c,1609370400000,-74.0706,-74.07029,41.70017,40.75583,4,161,96,65.24759252180625,74.72564334799938,17.230429750367787,70.03915627591233,7.126076807216332,64.60436078370577,10.374464151038932,2020,2,23
26,b08534db8611cb6ff66c69c2fa5ef79c,1590228600000,-74.31217,-73.82964,40.95133,40.57151,4,118,76,36.419499539213,35.20262684295036,5.528212764118386,19.470233796002503,19.835956891136846,25.873829101751976,14.38020459446164,2020,5,10
27,4f1a7348ff0f540629ba4a4d838b13f9,1591907500000,-73.01302,-73.66217,41.38295,41.41338,2,11,14,33.71043091010916,64.93709299617139,53.68670974723968,77.19857696178697,56.69309051737631,61.3524977676406,45.33862575515941,2020,3,20
28,12d7687688275bc50ee3a34f21371814,1593964200000,-72.99345,-74.20017,41.14341,40.82518,1,102,126,66.66922532480031,53.69447075088337,25.489731340448778,69.18055981783401,9.470361779117539,52.460637176121395,17.38257589458258,2020,6,15
29,8368ae4dc24609b84c6029de0d9c23d6,1581899300000,-73.67778,-72.89321,41.38358,41.48625,3,150,109,41.25489247909862,51.55258278315815,74.3853278547952,54.49706114359926,86.50040292732625,43.14527809137664,70.76160848093973,2020,0,0
30,c20e3f6062f314c3556fa6329278061f,1591302200000,-73.41681,-74.47434,41.71791,41.48988,3,129,58,56.86284684693074,76.72236939777473,68.94210742902719,81.24183314544955,57.462808577044626,69.21940776150177,58.333078200656345,2020,3,20
31,a3343dabe39acba1e6d7be084fa4208f,1595748700000,-74.41361,-73.81113,41.39505,41.38003,2,121,10,31.248293591922508,61.723234736995245,51.07035310598685,50.316023448496054,51.33202471128799,51.12544133691186,41.80070423312928,2020,6,7
32,73e11cb1ae00be9b0242d00a291487de,1585516600000,-74.16457,-73.88047,40.9904,41.31545,3,143,36,26.885790472128047,31.46727888049882,46.88433769612722,20.796659993369392,45.88602566048038,21.165855612358826,37.211737465014465,2020,6,21
33,f7e80d7c1933522c2f541d729d5c8612,1599071900000,-73.93229,-72.81243,41.14347,40.79697,3,109,187,63.13638804424418,35.618952549140126,51.70010527590223,33.81961338183129,71.68651349672446,25.509493178632535,55.5515176407873,2020,2,18
34,3ccd60a32a7f2acce65ff169e25afb1a,1594944900000,-74.3113,-73.04177,41.39804,40.79527,4,190,79,78.12744469570856,59.21444303681034,40.00031244818448,49.47167499630617,59.745119409815224,48.58419324087304,43.55583686685493,2020,4,0
35,f28831613a62e7706f0ef5facacc3ec5,1604865100000,-74.45937,-72.83219,41.29035,41.04519,1,185,21,86.31065471930826,57.22207987925423,56.7732571964209,44.093013856456444,74.31606169826289,46.790015860442416,57.47002786006036,2020,6,19
36,169aa8298edb12566d96d0b4679c82da,1584364200000,-73.78081,-74.44686,40.76587,41.47858,2,66,124,60.22178727245463,8.608125928932653,67.5314420652798,21.27832301335641,56.334969207510376,4.935439640951055,56.914707883984754,2020,0,13
37,32209f288fc645aa21fcc3408106ad3a,1586711000000,-73.66828,-73.36303,41.12413,41.4312,3,49,57,26.48327794249495,33.84998809781256,58.70733152881294,40.00704423137306,66.43298958215175,26.28362431406343,52.45392467961922,2020,6,17
38,0c85977034276050f63c607c0402917d,1589861200000,-72.95011,-73.15083,40.57105,41.2968,2,105,176,51.22727717233641,43.70302990252444,55.875770095200735,64.72207958171813,67.90092379324295,50.45976599106012,52.06510786517513,2020,1,4
39,569ac86147b8c8d65a9f957ffdfd9adb,1589155300000,-72.84714,-73.00124,40.75417,41.06373,2,100,177,22.85208922595419,49.38658870610927,50.002261934505654,69.64980583479453,66.52434866254623,53.758686158544116,49.688310383023364,2020,0,0
40,505ddc7f40dc150802bf413bc7826364,1595736400000,-73.70444,-74.15808,41.36923,40.5952,2,96,119,58.48064897867659,50.44153047370875,20.181453039114167,52.971171208573,6.572124557648016,41.86815970010725,19.471417668699196,2020,6,4
41,a2b011a21120aef834f5d63e5fc3c652,1587265900000,-74.25717,-74.0886,41.58441,40.55504,4,100,177,71.66254287875947,69.77137575516211,17.34553016057907,61.981765602359424,10.324883124604794,59.24467085753633,19.012425471384745,2020,6,3
42,4a8760f30813626f1c7339377b3fde3a,1580739400000,-73.84098,-73.47583,41.07719,41.25785,2,190,38,22.727090224674647,30.29580846232251,45.426080615862006,31.9540886210658,53.57619230953415,20.819515226093948,39.180562819826584,2020,0,14
43,14d283e511749380d604d262275fe52e,1605892300000,-73.79779,-73.81423,41.28846,41.23559,3,109,5,3.751427992506703,44.726234952604514,41.104750608686366,45.81089871389839,42.15403843931677,35.56785987573585,31.845271351061683,2020,4,17
44,f9fa85b8e372352b0e4425f2db632648,1581404000000,-74.0966,-73.3118,41.28602,41.63496,3,148,33,47.249961969341804,47.544325040826934,72.81659300218918,41.41531227312381,79.25240940256565,37.04066370932227,66.0973760531453,2020,1,6
45,20450779afa7db3d98abdd2418af3288,1592603900000,-73.42736,-73.89634,40.66409,40.51072,2,175,22,26.792244118515725,18.452805988613694,10.950078272676457,39.18956135779481,19.118632020381884,24.65325121988923,18.428515784667713,2020,4,21
46,d16dc92e903995c0a3b7f33335a99cca,1580607300000,-73.33783,-73.12314,40.71262,41.63026,1,95,119,64.37844309973504,23.59058573540052,76.35831142174234,43.854705995378055,84.94593096421589,28.415967270001182,70.71001415340538,2020,6,1
47,5b2917648d8177224f9367cee6425664,1593731800000,-73.4814,-73.45272,41.39636,40.79801,3,47,171,41.368951727665596,54.41404197360967,20.18823791584064,60.74337311359843,38.51998760538633,47.4329577330245,22.08669152967164,2020,3,23
48,57da6d0423a7c2ddd6e972ac8121a0ae,1588686800000,-74.27986,-74.41091,41.41248,40.77522,3,200,67,44.55604819113023,59.355750002475624,34.41104256241754,50.25383419801654,13.721637236331105,48.7346821267374,28.092489412333016,2020,1,13
49,f3abc2ec6870fa3f23630aa73ddda72f,1583849900000,-74.43346,-72.80685,41.76263,41.21781,3,175,100,92.21695732776504,84.6355107927981,64.47550932380277,75.35731144089814,80.15884966878237,74.044912918152,63.44127580396568,2020,1,14
50,ade9f03bc31f2da543f3fcbd0abb216d,1608453700000,-72.94599,-72.85189,41.22735,41.36208,1,24,62,10.512773616469897,59.38055623148628,69.37263894531108,74.09347321397034,83.1392200550276,57.53404524274765,66.85324923144474,2020,6,8
51,97b28d765e8414ca83177a70f6087bae,1607160700000,-73.36942,-73.82536,41.64367,40.6569,4,106,54,72.18752758315186,72.44783606604192,2.7017782953378817,78.10060219907415,18.43413139600699,65.37894485624568,8.673654217771139,2020,5,9
52,591c2658c833232786429ecbc616429c,1605724000000,-73.0969,-73.00683,41.04503,41.4882,3,128,176,30.975316411590775,45.231466976649244,70.9805449157553,61.4295880474003,82.11297255348933,44.60576937004901,66.72150056223167,2020,2,18
53,348e55db8f174f6b5fe5c4ffba7f0c73,1600025200000,-73.68261,-73.22776,41.15689,41.75647,1,146,123,47.65429058356017,35.97118976062374,82.19077545394849,41.25898127384592,88.62940048209167,28.089400717584514,75.54543384766318,2020,6,19
54,b974faee5aa2690709d6bb4d9efbedaf,1589816200000,-73.34401,-73.71948,41.53915,41.63494,4,54,153,20.501307574511134,66.02527373530178,68.72161720273915,72.9046559732702,69.47903495325193,59.44597113273588,59.82646063450592,2020,0,15
55,d0574d721a4ef939ba28273b96cf453f,1585769200000,-73.10887,-73.54711,40.60465,41.78626,2,34,167,84.7606909820655,35.18727414543129,80.01484044078609,56.17060048612161,82.4917433890408,41.81391126545658,71.77550588246689,2020,2,19
56,6d9b80c409e5e9fba355f321c6b7449c,1606639600000,-74.11162,-74.08717,40.55582,40.6997,2,146,56,10.023485720203984,18.466929146255037,16.691919673554573,9.807403990008943,4.6288570456329605,19.70822774773319,12.369066297597643,2020,6,8
57,3b271765dc3ecd0ad3ff05e347964f59,1594371800000,-74.40584,-73.27314,41.14651,40.81556,4,89,171,63.352075702501075,47.889384628337076,29.051880340824006,33.80751768289772,47.97484109427718,37.71167460548673,31.541992739475514,2020,4,9
58,fc72022ea8d41a56ba4487f4c7495c5c,1591295800000,-74.19546,-73.87992,41.40658,41.02489,2,17,143,31.055603779745777,57.176231981775665,27.032730639810968,49.55747731753397,27.82044911186832,46.61573131577289,17.137242620866253,2020,3,18
59,06f0c1d0b952e58f9fbcbfe5aa8beb67,1596936100000,-72.85646,-72.9412,41.49152,41.65032,3,175,187,11.814070667678651,75.86698065380416,82.19661381221886,88.21106525903741,92.31093643265649,72.39946716953,77.40976757123052,2020,6,1
